order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
530,773,4,2016-10-28,2016-10-31,2016-10-31,2,6
565,894,4,2016-11-21,2016-11-22,2016-11-22,2,7
902,1278,4,2017-05-21,2017-05-24,2017-05-22,2,6
1217,1155,4,2017-10-28,2017-10-31,2017-10-30,2,7
1397,920,4,2018-02-15,2018-02-17,2018-02-16,2,6
1506,75,1,2018-04-08,2018-04-08,NULL,2,7
1585,157,1,2018-04-26,2018-04-26,NULL,1,3
45,1220,4,2016-01-28,2016-01-31,2016-01-31,2,7
591,1211,4,2016-12-06,2016-12-09,2016-12-09,2,7
615,560,4,2016-12-19,2016-12-22,2016-12-21,3,9
969,248,4,2017-06-21,2017-06-24,2017-06-22,3,9
1031,1308,4,2017-07-30,2017-08-01,2017-08-02,1,2
1364,122,4,2018-01-25,2018-01-28,2018-01-28,2,6
1458,1029,4,2018-03-20,2018-03-22,2018-03-21,3,8
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2
573,423,4,2016-11-24,2016-11-26,2016-11-27,2,6
960,1390,4,2017-06-18,2017-06-19,2017-06-19,2,7
978,1123,4,2017-06-26,2017-06-28,2017-06-27,2,6
1405,100,4,2018-02-25,2018-02-28,2018-02-27,2,6
55,1173,4,2016-02-04,2016-02-07,2016-02-06,2,6
529,753,4,2016-10-28,2016-10-30,2016-10-31,2,7
669,745,4,2017-01-23,2017-01-24,2017-01-26,2,7
802,340,4,2017-03-28,2017-03-29,2017-03-30,2,6
1075,1003,4,2017-08-19,2017-08-21,2017-08-22,1,3
1077,412,4,2017-08-19,2017-08-20,2017-08-21,2,6
1316,846,4,2017-12-26,2017-12-29,2017-12-27,1,3
1547,169,1,2018-04-17,2018-04-17,NULL,1,3
1553,30,2,2018-04-18,2018-04-18,NULL,1,3
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6
344,750,4,2016-08-01,2016-08-03,2016-08-02,2,6
537,1353,4,2016-10-31,2016-11-01,2016-11-03,1,2
1260,1117,4,2017-11-22,2017-11-23,2017-11-24,2,6
1269,1236,4,2017-11-26,2017-11-29,2017-11-29,2,6
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8
190,98,4,2016-04-23,2016-04-25,2016-04-25,2,6
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3
847,329,4,2017-04-18,2017-04-19,2017-04-19,2,7
887,1195,4,2017-05-13,2017-05-15,2017-05-15,2,6
1011,495,4,2017-07-18,2017-07-21,2017-07-21,1,3
1452,287,4,2018-03-20,2018-03-23,2018-03-23,1,3
1499,120,2,2018-04-06,2018-04-06,NULL,1,2
1596,21,2,2018-04-28,2018-04-28,NULL,3,8
38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7
131,316,4,2016-03-19,2016-03-22,2016-03-20,3,8
345,1299,4,2016-08-01,2016-08-04,2016-08-03,2,6
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7
583,792,4,2016-12-04,2016-12-05,2016-12-07,2,7
730,500,4,2017-02-21,2017-02-24,2017-02-22,2,6
808,315,4,2017-03-31,2017-04-02,2017-04-02,2,6
903,179,4,2017-05-22,2017-05-23,2017-05-24,2,7
1045,185,4,2017-08-07,2017-08-09,2017-08-10,3,9
1108,735,4,2017-09-03,2017-09-05,2017-09-04,1,3
1442,478,4,2018-03-16,2018-03-17,2018-03-17,2,7
89,668,4,2016-02-21,2016-02-24,2016-02-24,3,8
125,685,4,2016-03-16,2016-03-19,2016-03-17,2,6
286,59,4,2016-06-25,2016-06-26,2016-06-26,2,6
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7
689,884,4,2017-02-02,2017-02-03,2017-02-05,2,7
882,196,4,2017-05-09,2017-05-12,2017-05-10,2,6
1297,108,4,2017-12-14,2017-12-17,2017-12-16,2,6
1403,452,4,2018-02-21,2018-02-22,2018-02-22,2,7
86,276,4,2016-02-21,2016-02-22,2016-02-23,2,7
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7
679,81,4,2017-01-29,2017-01-30,2017-01-30,1,3
819,221,4,2017-04-04,2017-04-07,2017-04-05,3,9
876,1046,4,2017-05-05,2017-05-08,2017-05-06,2,7
1005,266,4,2017-07-15,2017-07-17,2017-07-16,2,7
1054,189,4,2017-08-11,2017-08-12,2017-08-12,2,7
1134,978,4,2017-09-19,2017-09-22,2017-09-20,2,6
1138,254,4,2017-09-21,2017-09-23,2017-09-22,1,2
1161,41,4,2017-10-01,2017-10-04,2017-10-02,2,7
1244,333,4,2017-11-12,2017-11-14,2017-11-13,2,6
1296,231,4,2017-12-14,2017-12-17,2017-12-15,1,3
1498,81,1,2018-04-06,2018-04-06,NULL,1,2
347,1004,4,2016-08-02,2016-08-03,2016-08-05,2,6
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7
657,349,4,2017-01-17,2017-01-19,2017-01-20,1,2
821,1181,4,2017-04-05,2017-04-07,2017-04-08,2,7
1061,655,4,2017-08-15,2017-08-18,2017-08-18,2,7
1226,226,4,2017-11-04,2017-11-07,2017-11-06,2,7
1439,463,4,2018-03-15,2018-03-16,2018-03-17,2,7
1515,61,1,2018-04-10,2018-04-10,NULL,3,9
1555,1,1,2018-04-18,2018-04-18,NULL,2,7
148,714,4,2016-03-28,2016-03-30,2016-03-30,2,6
254,510,4,2016-06-03,2016-06-06,2016-06-05,2,7
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6
578,819,4,2016-11-27,2016-11-28,2016-11-29,2,7
746,391,4,2017-03-02,2017-03-04,2017-03-05,1,3
814,629,4,2017-04-02,2017-04-05,2017-04-03,2,7
1299,1216,4,2017-12-15,2017-12-18,2017-12-16,1,2
1335,955,4,2018-01-07,2018-01-08,2018-01-08,2,7
1462,1101,4,2018-03-22,2018-03-24,2018-03-24,2,6
1504,237,2,2018-04-08,2018-04-08,NULL,1,2
1550,39,1,2018-04-17,2018-04-17,NULL,2,6
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3
528,676,4,2016-10-28,2016-10-31,2016-10-31,2,7
637,512,4,2017-01-03,2017-01-05,2017-01-05,2,6
922,656,4,2017-05-31,2017-06-01,2017-06-03,2,6
974,511,4,2017-06-24,2017-06-27,2017-06-27,3,8
1019,408,4,2017-07-22,2017-07-23,2017-07-24,2,7
1356,1161,4,2018-01-19,2018-01-21,2018-01-22,2,6
1603,74,2,2018-04-30,2018-04-30,NULL,2,6
340,963,4,2016-07-29,2016-07-30,2016-07-31,2,7
934,93,4,2017-06-09,2017-06-10,2017-06-12,2,7
1076,42,4,2017-08-19,2017-08-22,2017-08-22,2,6
1144,1414,4,2017-09-24,2017-09-27,2017-09-27,2,7
1310,444,4,2017-12-24,2017-12-25,2017-12-26,1,3
1358,253,4,2018-01-21,2018-01-23,2018-01-24,1,2
1378,983,4,2018-02-02,2018-02-05,2018-02-04,1,2
732,147,4,2017-02-26,2017-02-27,2017-03-01,2,7
775,968,4,2017-03-12,2017-03-13,2017-03-13,2,6
1085,305,4,2017-08-21,2017-08-23,2017-08-23,1,3
1395,1052,4,2018-02-15,2018-02-18,2018-02-16,1,3
1558,63,1,2018-04-19,2018-04-19,NULL,2,6
59,563,4,2016-02-05,2016-02-07,2016-02-06,2,7
98,1194,4,2016-02-28,2016-02-29,2016-02-29,2,6
211,1140,4,2016-05-07,2016-05-09,2016-05-08,2,6
228,615,4,2016-05-17,2016-05-20,2016-05-20,2,7
295,1130,4,2016-07-01,2016-07-04,2016-07-04,2,7
723,845,4,2017-02-19,2017-02-21,2017-02-22,2,6
886,1396,4,2017-05-13,2017-05-14,2017-05-15,1,2
1036,1442,4,2017-07-30,2017-08-01,2017-07-31,2,6
1070,596,4,2017-08-17,2017-08-20,2017-08-18,2,7
1298,533,4,2017-12-14,2017-12-17,2017-12-16,3,9
1414,293,4,2018-03-03,2018-03-05,2018-03-06,2,7
1488,181,2,2018-04-03,2018-04-03,NULL,1,3
159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2
252,66,4,2016-06-01,2016-06-04,2016-06-02,3,8
278,1301,4,2016-06-20,2016-06-23,2016-06-21,1,3
321,568,4,2016-07-19,2016-07-22,2016-07-21,2,6
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7
883,507,4,2017-05-11,2017-05-13,2017-05-14,2,6
1349,464,4,2018-01-15,2018-01-17,2018-01-16,2,6
1574,124,1,2018-04-23,2018-04-23,NULL,1,2
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3
490,876,4,2016-10-07,2016-10-10,2016-10-09,2,6
1033,582,4,2017-07-30,2017-07-31,2017-08-02,2,7
1087,675,4,2017-08-22,2017-08-23,2017-08-25,3,8
1233,462,4,2017-11-06,2017-11-07,2017-11-08,2,6
1257,1136,4,2017-11-19,2017-11-22,2017-11-20,2,7
1493,64,2,2018-04-04,2018-04-04,NULL,3,8
46,746,4,2016-01-29,2016-01-31,2016-01-31,2,7
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6
518,1374,4,2016-10-22,2016-10-24,2016-10-25,1,2
797,374,4,2017-03-24,2017-03-26,2017-03-26,2,7
823,415,4,2017-04-06,2017-04-07,2017-04-08,3,8
853,883,4,2017-04-21,2017-04-24,2017-04-24,3,8
962,570,4,2017-06-19,2017-06-22,2017-06-20,2,7
985,461,4,2017-06-30,2017-07-02,2017-07-01,2,6
1189,1090,4,2017-10-15,2017-10-17,2017-10-18,2,6
1221,1290,4,2017-10-31,2017-11-02,2017-11-01,2,7
1290,967,4,2017-12-08,2017-12-10,2017-12-10,2,6
1461,139,4,2018-03-22,2018-03-25,2018-03-23,2,6
1584,109,2,2018-04-26,2018-04-26,NULL,1,3
121,755,4,2016-03-14,2016-03-15,2016-03-16,2,6
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7
547,20,4,2016-11-09,2016-11-11,2016-11-10,3,8
875,386,4,2017-05-05,2017-05-06,2017-05-08,1,3
1038,1281,4,2017-07-31,2017-08-01,2017-08-03,2,7
1332,256,4,2018-01-06,2018-01-07,2018-01-09,2,7
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2
672,908,4,2017-01-26,2017-01-29,2017-01-29,2,6
757,1336,4,2017-03-06,2017-03-08,2017-03-09,2,7
904,1020,4,2017-05-23,2017-05-26,2017-05-24,1,2
1079,812,4,2017-08-19,2017-08-20,2017-08-20,2,7
1234,19,3,2017-11-07,2017-11-07,NULL,2,6
48,1012,4,2016-01-30,2016-02-01,2016-02-02,2,7
248,1376,4,2016-05-30,2016-06-01,2016-05-31,2,7
1319,604,4,2017-12-27,2017-12-30,2017-12-30,2,6
1441,982,4,2018-03-15,2018-03-16,2018-03-18,3,8
1492,41,1,2018-04-04,2018-04-04,NULL,2,7
1590,138,1,2018-04-27,2018-04-27,NULL,1,3
1597,56,1,2018-04-28,2018-04-28,NULL,3,9
82,1223,4,2016-02-18,2016-02-21,2016-02-20,2,6
175,951,4,2016-04-13,2016-04-14,2016-04-14,2,6
548,739,4,2016-11-11,2016-11-13,2016-11-13,2,7
697,562,4,2017-02-06,2017-02-08,2017-02-09,1,2
698,543,4,2017-02-06,2017-02-08,2017-02-09,3,8
713,207,4,2017-02-13,2017-02-14,2017-02-15,3,8
928,957,4,2017-06-05,2017-06-06,2017-06-06,1,3
1263,1408,4,2017-11-23,2017-11-26,2017-11-26,2,6
12,91,4,2016-01-06,2016-01-08,2016-01-09,1,2
124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3
331,642,4,2016-07-24,2016-07-26,2016-07-25,2,6
498,1331,4,2016-10-10,2016-10-12,2016-10-11,2,6
822,294,4,2017-04-06,2017-04-08,2017-04-09,2,7
933,909,4,2017-06-07,2017-06-10,2017-06-08,2,6
973,238,4,2017-06-24,2017-06-27,2017-06-27,2,6
990,706,4,2017-07-04,2017-07-07,2017-07-07,2,7
1508,92,2,2018-04-08,2018-04-08,NULL,2,6
31,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8
183,22,4,2016-04-19,2016-04-20,2016-04-20,2,7
582,32,3,2016-12-04,2016-12-04,NULL,1,2
614,654,4,2016-12-18,2016-12-21,2016-12-21,1,2
1308,713,4,2017-12-22,2017-12-24,2017-12-24,2,7
1573,24,2,2018-04-23,2018-04-23,NULL,1,2
32,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3
580,581,4,2016-11-30,2016-12-02,2016-12-02,1,3
738,124,4,2017-02-28,2017-03-01,2017-03-03,1,2
741,119,4,2017-02-28,2017-03-01,2017-03-01,3,8
1539,116,1,2018-04-15,2018-04-15,NULL,3,9
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7
1184,369,4,2017-10-14,2017-10-15,2017-10-16,2,6
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3
772,448,4,2017-03-11,2017-03-12,2017-03-13,2,7
781,1018,4,2017-03-15,2017-03-16,2017-03-17,2,6
869,844,4,2017-05-01,2017-05-04,2017-05-02,2,7
1129,663,4,2017-09-17,2017-09-18,2017-09-20,2,6
558,1443,4,2016-11-15,2016-11-16,2016-11-17,2,7
759,284,4,2017-03-07,2017-03-09,2017-03-08,2,7
842,1133,4,2017-04-15,2017-04-18,2017-04-16,2,6
849,776,4,2017-04-19,2017-04-20,2017-04-21,1,2
970,836,4,2017-06-22,2017-06-25,2017-06-23,2,7
991,751,4,2017-07-06,2017-07-07,2017-07-09,1,2
1025,1304,4,2017-07-23,2017-07-26,2017-07-26,2,6
1336,904,4,2018-01-09,2018-01-10,2018-01-12,1,2
1404,1240,4,2018-02-23,2018-02-26,2018-02-24,1,3
508,1359,4,2016-10-15,2016-10-18,2016-10-18,2,6
716,672,4,2017-02-15,2017-02-17,2017-02-18,2,6
982,1423,4,2017-06-26,2017-06-29,2017-06-28,3,9
1101,379,4,2017-08-29,2017-08-30,2017-08-30,2,7
1112,798,4,2017-09-05,2017-09-08,2017-09-07,2,7
1615,136,3,2018-12-28,2018-12-28,NULL,3,8
205,635,4,2016-05-04,2016-05-05,2016-05-06,2,6
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7
1050,239,4,2017-08-09,2017-08-12,2017-08-12,1,3
1228,1041,4,2017-11-04,2017-11-06,2017-11-06,2,6
118,577,4,2016-03-12,2016-03-14,2016-03-13,1,2
119,925,4,2016-03-12,2016-03-14,2016-03-14,2,7
232,1360,4,2016-05-20,2016-05-23,2016-05-23,1,3
336,1030,4,2016-07-26,2016-07-29,2016-07-27,2,7
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6
676,790,4,2017-01-28,2017-01-30,2017-01-31,2,7
770,135,4,2017-03-09,2017-03-11,2017-03-11,3,9
840,372,4,2017-04-15,2017-04-16,2017-04-16,2,6
986,556,4,2017-06-30,2017-07-03,2017-07-01,2,7
1155,865,4,2017-09-30,2017-10-01,2017-10-01,2,7
1164,1067,4,2017-10-01,2017-10-02,2017-10-03,2,6
42,1095,4,2016-01-27,2016-01-28,2016-01-30,2,7
199,760,4,2016-05-01,2016-05-04,2016-05-04,2,7
270,879,4,2016-06-12,2016-06-15,2016-06-13,2,7
346,584,4,2016-08-01,2016-08-03,2016-08-02,3,9
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7
611,1073,4,2016-12-15,2016-12-17,2016-12-18,2,7
625,1163,4,2016-12-25,2016-12-28,2016-12-26,1,2
647,283,4,2017-01-09,2017-01-10,2017-01-11,2,7
668,297,4,2017-01-22,2017-01-23,2017-01-24,3,8
722,1399,4,2017-02-18,2017-02-20,2017-02-21,2,7
804,95,4,2017-03-29,2017-03-31,2017-03-30,2,6
818,1319,4,2017-04-04,2017-04-07,2017-04-07,2,6
824,993,4,2017-04-07,2017-04-09,2017-04-10,1,2
1003,503,4,2017-07-14,2017-07-16,2017-07-16,2,7
1192,1114,4,2017-10-17,2017-10-19,2017-10-18,2,6
1563,77,2,2018-04-20,2018-04-20,NULL,3,9
1578,93,2,2018-04-23,2018-04-23,NULL,2,7
1595,71,2,2018-04-28,2018-04-28,NULL,2,7
235,649,4,2016-05-24,2016-05-25,2016-05-25,2,6
260,632,4,2016-06-06,2016-06-08,2016-06-08,2,6
261,1045,4,2016-06-08,2016-06-10,2016-06-09,1,2
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8
1115,1100,4,2017-09-07,2017-09-09,2017-09-09,2,6
11,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6
602,823,4,2016-12-09,2016-12-10,2016-12-11,2,6
720,382,4,2017-02-16,2017-02-19,2017-02-19,2,6
134,679,4,2016-03-20,2016-03-21,2016-03-21,2,7
210,943,4,2016-05-07,2016-05-08,2016-05-09,2,6
244,956,4,2016-05-28,2016-05-29,2016-05-29,2,6
352,16,4,2016-08-03,2016-08-04,2016-08-06,2,7
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6
701,850,4,2017-02-07,2017-02-08,2017-02-09,3,9
749,255,4,2017-03-04,2017-03-07,2017-03-05,2,7
988,436,4,2017-07-02,2017-07-04,2017-07-05,2,6
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8
912,519,4,2017-05-27,2017-05-29,2017-05-29,1,2
942,537,4,2017-06-13,2017-06-16,2017-06-15,2,6
1267,467,4,2017-11-25,2017-11-26,2017-11-26,2,6
1374,1330,4,2018-01-30,2018-02-01,2018-02-01,1,3
1471,1310,4,2018-03-28,2018-03-30,2018-03-29,2,7
1592,6,2,2018-04-27,2018-04-27,NULL,2,7
2,1212,4,2016-01-01,2016-01-04,2016-01-03,2,6
144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7
204,591,4,2016-05-04,2016-05-07,2016-05-06,2,7
549,64,3,2016-11-12,2016-11-12,NULL,3,9
750,232,4,2017-03-04,2017-03-07,2017-03-05,3,8
1032,429,4,2017-07-30,2017-08-02,2017-08-01,2,6
1148,1379,4,2017-09-25,2017-09-26,2017-09-27,2,7
1238,998,4,2017-11-09,2017-11-10,2017-11-11,2,6
1593,9,1,2018-04-27,2018-04-27,NULL,2,6
311,1400,4,2016-07-12,2016-07-14,2016-07-13,2,6
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6
639,550,4,2017-01-06,2017-01-07,2017-01-07,2,6
671,922,4,2017-01-25,2017-01-28,2017-01-26,2,7
861,1177,4,2017-04-27,2017-04-29,2017-04-30,2,7
1007,1115,4,2017-07-16,2017-07-17,2017-07-17,2,6
1206,222,4,2017-10-26,2017-10-29,2017-10-29,2,6
1359,1008,4,2018-01-21,2018-01-22,2018-01-22,3,9
64,1185,4,2016-02-07,2016-02-08,2016-02-09,2,6
693,1233,4,2017-02-05,2017-02-07,2017-02-06,1,3
1610,15,3,2018-08-25,2018-08-25,NULL,2,7
117,740,4,2016-03-10,2016-03-13,2016-03-11,2,6
627,1119,4,2016-12-25,2016-12-26,2016-12-28,2,6
734,939,4,2017-02-26,2017-02-28,2017-03-01,3,9
1117,334,4,2017-09-08,2017-09-10,2017-09-10,2,6
1139,1006,4,2017-09-21,2017-09-22,2017-09-23,1,2
1237,571,4,2017-11-09,2017-11-12,2017-11-11,1,2
1501,52,1,2018-04-06,2018-04-06,NULL,2,6
1548,170,1,2018-04-17,2018-04-17,NULL,1,2
1549,17,1,2018-04-17,2018-04-17,NULL,2,7
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7
638,1302,4,2017-01-04,2017-01-05,2017-01-06,2,7
675,291,4,2017-01-28,2017-01-31,2017-01-30,2,7
867,97,4,2017-05-01,2017-05-03,2017-05-02,1,3
1008,1345,4,2017-07-16,2017-07-18,2017-07-18,2,6
1090,1427,4,2017-08-24,2017-08-26,2017-08-26,1,2
1321,217,4,2017-12-30,2017-12-31,2017-12-31,1,3
1530,110,1,2018-04-13,2018-04-13,NULL,1,2
195,727,4,2016-04-28,2016-05-01,2016-05-01,2,7
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6
520,639,4,2016-10-23,2016-10-26,2016-10-24,2,7
721,625,4,2017-02-16,2017-02-19,2017-02-17,2,7
1091,1260,4,2017-08-24,2017-08-25,2017-08-25,2,7
1111,930,4,2017-09-04,2017-09-06,2017-09-05,2,6
1128,936,4,2017-09-15,2017-09-17,2017-09-16,2,6
1145,617,4,2017-09-25,2017-09-27,2017-09-26,2,6
1172,1339,4,2017-10-07,2017-10-10,2017-10-09,2,7
1392,1187,4,2018-02-13,2018-02-14,2018-02-14,2,6
1517,97,1,2018-04-11,2018-04-11,NULL,1,2
1534,18,2,2018-04-14,2018-04-14,NULL,2,7
87,516,4,2016-02-21,2016-02-22,2016-02-23,2,6
174,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3
521,664,4,2016-10-23,2016-10-25,2016-10-25,2,6
596,952,4,2016-12-08,2016-12-09,2016-12-09,1,3
760,1104,4,2017-03-07,2017-03-10,2017-03-10,2,6
830,431,4,2017-04-11,2017-04-14,2017-04-12,2,6
977,400,4,2017-06-26,2017-06-28,2017-06-27,2,7
1427,999,4,2018-03-07,2018-03-08,2018-03-08,2,6
1612,3,3,2018-10-21,2018-10-21,NULL,1,3
4,175,4,2016-01-03,2016-01-04,2016-01-05,1,3
201,280,4,2016-05-01,2016-05-04,2016-05-02,3,9
236,206,4,2016-05-25,2016-05-27,2016-05-26,2,6
646,975,4,2017-01-09,2017-01-12,2017-01-11,1,2
737,694,4,2017-02-27,2017-03-01,2017-02-28,2,6
800,1057,4,2017-03-27,2017-03-29,2017-03-28,2,6
858,162,4,2017-04-25,2017-04-27,2017-04-28,2,6
957,722,4,2017-06-17,2017-06-20,2017-06-20,3,9
1568,192,2,2018-04-21,2018-04-21,NULL,1,3
37,164,4,2016-01-25,2016-01-28,2016-01-26,2,6
656,949,4,2017-01-16,2017-01-17,2017-01-18,2,7
783,1343,4,2017-03-16,2017-03-19,2017-03-17,1,2
894,1320,4,2017-05-16,2017-05-19,2017-05-19,2,6
23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6
322,924,4,2016-07-19,2016-07-22,2016-07-20,2,6
651,190,4,2017-01-11,2017-01-13,2017-01-13,2,7
1052,460,4,2017-08-10,2017-08-12,2017-08-13,2,6
1204,1277,4,2017-10-25,2017-10-28,2017-10-28,2,6
1320,244,4,2017-12-28,2017-12-30,2017-12-29,1,3
1500,151,2,2018-04-06,2018-04-06,NULL,1,3
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6
335,1193,4,2016-07-25,2016-07-27,2016-07-26,2,6
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6
631,855,4,2016-12-27,2016-12-29,2016-12-29,1,3
1062,1210,4,2017-08-15,2017-08-17,2017-08-18,2,6
1591,165,2,2018-04-27,2018-04-27,NULL,1,2
145,366,4,2016-03-27,2016-03-29,2016-03-30,2,6
152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6
532,817,4,2016-10-29,2016-10-31,2016-10-30,2,7
545,1108,4,2016-11-08,2016-11-10,2016-11-09,3,9
603,1032,4,2016-12-09,2016-12-10,2016-12-10,2,7
1154,789,4,2017-09-30,2017-10-03,2017-10-03,2,7
1410,1005,4,2018-02-27,2018-02-28,2018-02-28,2,7
1417,300,4,2018-03-04,2018-03-06,2018-03-07,1,2
1450,296,4,2018-03-19,2018-03-20,2018-03-22,2,7
1532,7,2,2018-04-13,2018-04-13,NULL,2,7
1561,65,2,2018-04-20,2018-04-20,NULL,2,7
111,630,4,2016-03-07,2016-03-10,2016-03-10,2,6
315,1263,4,2016-07-16,2016-07-19,2016-07-17,2,6
562,942,4,2016-11-19,2016-11-20,2016-11-22,2,7
685,976,4,2017-01-31,2017-02-03,2017-02-02,2,7
1043,1235,4,2017-08-06,2017-08-09,2017-08-08,2,6
1300,824,4,2017-12-15,2017-12-17,2017-12-17,2,6
1559,42,2,2018-04-20,2018-04-20,NULL,2,6
1605,123,3,2018-07-01,2018-07-01,NULL,3,8
29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6
94,929,4,2016-02-27,2016-02-28,2016-02-29,1,2
115,1369,4,2016-03-09,2016-03-11,2016-03-11,2,7
242,1168,4,2016-05-27,2016-05-30,2016-05-30,2,7
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6
517,613,4,2016-10-21,2016-10-22,2016-10-24,2,6
659,1391,4,2017-01-17,2017-01-19,2017-01-18,2,7
661,626,4,2017-01-18,2017-01-19,2017-01-20,2,6
774,690,4,2017-03-12,2017-03-14,2017-03-14,2,6
859,644,4,2017-04-25,2017-04-26,2017-04-26,2,6
1093,326,4,2017-08-25,2017-08-28,2017-08-26,1,3
1163,934,4,2017-10-01,2017-10-02,2017-10-02,2,6
1286,1033,4,2017-12-04,2017-12-07,2017-12-06,2,7
1292,285,4,2017-12-10,2017-12-13,2017-12-11,2,6
1376,1186,4,2018-02-01,2018-02-02,2018-02-03,1,2
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7
751,731,4,2017-03-05,2017-03-08,2017-03-07,1,3
997,485,4,2017-07-11,2017-07-13,2017-07-14,2,7
1065,25,4,2017-08-17,2017-08-19,2017-08-19,2,7
1208,1226,4,2017-10-26,2017-10-28,2017-10-27,2,7
1384,1126,4,2018-02-08,2018-02-10,2018-02-09,2,7
1454,395,4,2018-03-20,2018-03-21,2018-03-22,2,6
1482,94,1,2018-04-01,2018-04-01,NULL,2,7
1552,73,1,2018-04-17,2018-04-17,NULL,2,7
103,991,4,2016-03-03,2016-03-06,2016-03-05,1,2
897,47,4,2017-05-20,2017-05-21,2017-05-21,1,2
1304,1409,4,2017-12-16,2017-12-17,2017-12-17,2,6
1357,440,4,2018-01-20,2018-01-23,2018-01-21,2,6
1398,1383,4,2018-02-16,2018-02-19,2018-02-19,1,3
1466,738,4,2018-03-26,2018-03-29,2018-03-28,1,3
1554,172,1,2018-04-18,2018-04-18,NULL,1,3
39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7
268,540,4,2016-06-11,2016-06-14,2016-06-12,1,3
595,538,4,2016-12-08,2016-12-09,2016-12-11,1,2
743,137,4,2017-03-01,2017-03-04,2017-03-04,2,6
1266,387,4,2017-11-25,2017-11-28,2017-11-27,2,6
1305,257,4,2017-12-17,2017-12-19,2017-12-18,2,7
1409,21,4,2018-02-26,2018-02-28,2018-02-28,3,8
1538,79,2,2018-04-15,2018-04-15,NULL,2,6
60,151,4,2016-02-06,2016-02-08,2016-02-07,1,3
620,466,4,2016-12-22,2016-12-24,2016-12-24,2,6
923,769,4,2017-05-31,2017-06-03,2017-06-02,2,7
1022,353,4,2017-07-23,2017-07-26,2017-07-24,2,7
